ID,Text_ro,Text_rom,ro,rmy
,,,"Şi robul Domnului nu trebuie să se certe; ci să fie blînd cu toţi, în stare să înveţe pe toţi, plin de îngăduinţă răbdătoare,","Ai e sluga le Devleske kai del duma pa Del chi trobul te xalpe. Numa trobul te avel lasho savorhensa, ai eta zhanel te sicharel, ai te avel manush kai si les rhavda,"
,,,"Trăiţi în dragoste, dupăcum şi Hristos ne -a iubit, şi S'a dat pe Sine pentru noi ,,ca un prinos şi ca o jertfă de bun miros``, lui Dumnezeu.","Ai phiren ande dragostia sar O Kristo kai sas les dragostia amenge, diape wo ka Del amenge sar ek podarka ai ek sakrifis ka Del kai kandel shukar ai kai plachal les Devles."
,,,"Care din amîndoi a făcut voia tatălui său?`` ,,Cel dintîi,`` au răspuns ei. Şi Isus le -a zis: ,,Adevărat vă spun că vameşii şi curvele merg înaintea voastră în Împărăţia lui Dumnezeu.","Savo andal dui kerdia e voia peske dadeske?"" Won phende leske, ""O pervo"". O Jesus phendias lenge, ""Chaches mothav tumenge, le manush kai chiden e taksa ai le kurvi arasena ande amperetsia le Devleski mai anglal tumendar."
,,,"În Ierusalim, lîngă Poarta Oilor, este o scăldătoare, numită în evreieşte Betesda, care are cinci pridvoare.","Ai ando Jerusalem sas pasha wudar le bakriango, sas iek balta paieske panshe wudarensa, ai akharenas la Zhidovisko Bethesda."
,,,"Pavel, întemniţat al lui Isus Hristos, şi fratele Timotei, către prea iubitul Filimon, tovarăşul nostru de lucru,","Katar o Pavlo, kai si phanglo le Jesus Kristoske, ai katar amaro phral o Timote. Tuke Philemon, amaro kuchi vortako, ai kai keres buchi amensa, ai kai khangeri kai chidelpe ande cho kher,"
,,,"a lui Dumnezeu, care singur este înţelept, să fie slava, prin Isus Hristos, în vecii vecilor! Amin","Ka Del ferdi e goji, te avel o barimos katar O Jesus Kristo ande swako vriama! Amen."
,,,"şi care este faţă de noi, credincioşii, nemărginita mărime a puterii Sale, după lucrarea puterii tăriei Lui,",Ai savatar putiera de bari si les amenge kai pachas ame. Kadia putiera si sa kucha kai O Del sikadia butia zorasa.
,,,"Diavolul L -a dus apoi pe un munte foarte înalt, I -a arătat toate împărăţiile lumii şi strălucirea lor, şi I -a zis:","Antunchi o beng ingerdia les pe ek bari plai, ai sikadia leske sa le thema la lumiake, ai lengo barimos."
,,,"Dar cînd l-au cunoscut că este Iudeu, au strigat toţi într'un glas, timp de aproape două ceasuri: ,,Mare este Diana Efesenilor!``","Numa kana haliarde ke Zhidovo sas, tsipisarde savorhe andek than sa kodola vorbi pashte dui chasuria, ""Bari si e ikona Diana le Ephesusonge""."
,,,"Căci nimeni nu va fi socotit neprihănit înaintea Lui, prin faptele Legii, deoarece prin Lege vine cunoştinţa deplină a păcatului.",Ke khonik chi avela arakho vorta angla Del ke kerdia so motholas o zakono; o zakono si ferdi te sikavel le manusheske ke bezexalo lo.
,,,Şi ştiţi că El S'a arătat ca să ia păcatele; şi în El nu este păcat.,"Ai tume zhanen ke O Jesus Kristo avilo te lel amare bezexa, ai ande leste nai chi iek bezex."
,,,"Să nu datoraţi nimănui nimic, decît să vă iubiţi unii pe alţii: căci cine iubeşte pe alţii, a împlinit Legea.","Na kamen love kanikaske, de ferdi te aven drago iek kavreske. Ke kodo kai si leske drago le kolaver, kodo kerdia o zakono."
,,,"Alţii apoi sînt înfăţişaţi prin sămînţa căzută în pămînt bun. Aceştia sînt cei ce aud Cuvîntul, îl primesc, şi fac roadă: unul treizeci, altul şaizeci şi altul o sută.``","E sumuntsa kai sas shudini pe lashi phuv si sar le manush kai ashunen E Vorba le Devleski ai haliaren la, ai anen fruta ande lende ai kotsar avel mai but katar uni iek shel, katar uni shovardesh,ai katar uni trenda."""
,,,"Şi au adus măgăruşul la Isus. Apoi şi-au aruncat hainele pe el, şi au aşezat pe Isus, călare deasupra.","Angerde le magares ka Jesus; ai thode pe penge raxamia po magari, ai thode le Jesusos te beshel opral."
,,,"Ucenicii lui Ioan şi Fariseii obicinuiau să postească. Ei au venit şi au zis lui Isus: ,,Pentruce ucenicii lui Ioan şi ai Fariseilor postesc, iar ucenicii Tăi nu postesc?``","Le disipluria le Iovanoske ai le Farizeanuria zholinas, ai aven ka Jesus ai phushen lestar, ""Sostar, le disipluria le Iovanoske ai le Farizeanuria zholin butivar, ai che disipluria chi zholin?"""
,,,"Ucenicii I-au zis: ,,Vezi că mulţimea Te îmbulzeşte, şi mai zici: ,,Cine s'a atins de Mine?``","Leske disipluria phende leske, ""Tu dikhes but narodo pashon pasha tute katar swako rig, ai tu mothos, ""Kon azbadia ma?"""
,,,căci este un om nehotărît şi nestatornic în toate căile sale.,"ke dui ginduria si les, ai chi zhanel so mangel."
,,,"Porunca pe care ţi -o dau, fiule Timotei, după proorociile făcute mai înainte despre tine, este ca, prin ele să te lupţi lupta cea bună,","O Timote, murho shav, mekav tuke, so sas tuke phendo palal vorbi kai sas ande profesi, kai sas phende mai anglal pa tute. Ankerdiol katar kadala vorbi saxke te zhas angle ai te niris."
,,,"Căci dacă moştenirea ar veni din Lege, nu mai vine din făgăduinţă; şi Dumnezeu printr'o făgăduinţă a dat -o lui Avraam.","Numa e podarka kai O Del del sar so phendia te del ashela pala zakono, antunchi chi mai ashel pala shinaimos. Numa pala so sas shinado O Del sikadia pesko lashimos le Abrahamoske."
,,,"cum ziceţi voi că hulesc Eu, pe care Tatăl M'a sfinţit şi M'a trimes în lume? Şi aceasta, pentrucă am zis: ,Sînt Fiul lui Dumnezeu!`","Ai man, O Dat alosardia ma ai tradia ma ande lumia. Sar, antunchi, sai phenen ""Tu tromas te les o than le Devlesko,"" ke phendem, ""Me sim O Shav le Devlesko?"
,,,"Oricine să fie supus stăpînirilor celor mai înalte; căci nu este stăpînire care să nu vină dela Dumnezeu. Şi stăpînirile cari sînt, au fost rînduite de Dumnezeu.","Swako manush trobul te lelpe palai kris kai si ando them. Ke nai chi iek zakono kai chi avel katar O Del, ai le zakonuria kai si pe phuv O Del meklia le."
,,,"Saul se învoise la uciderea lui Ştefan. În ziua aceea, s'a pornit o mare prigonire împotriva Bisericii din Ierusalim. Şi toţi, afară de apostoli, s'au împrăştiat prin părţile Iudeii şi ale Samariei.","O Saul phendia, ""Ke mishto kerde kai mudarde le Stephenos.""Ando kodo dies mudarde buten andal shave le Devleske kai sas ande khangeri ande Jerusalem; ai savorhe rhespisaile andal gava karing e Judea ai Samaria,"
,,,Rugaţi-vă ca lucrurile acestea să nu se întîmple iarna.,Rhugin tume te na avel ivend kana trobul te nashen.
,,,"pînă acolo că scoteau pe bolnavi chiar pe uliţe, şi îi puneau pe paturi şi pe aşternuturi, pentru ca, atunci cînd va trece Petru, măcar umbra lui să treacă peste vreunul din ei.","Anenas le naswalen pel droma, an thonas le pel paturia, saxke kana o Petri nakhela leski vushalin te sai sastiarel vulen."
,,,Isus a mai făcut înaintea ucenicilor Săi multe alte semne cari nu sînt scrise în cartea aceasta.,"O Jesus mai kerdia angla peske disipluria but aver mirakluria, kai nai ramome ande kadia klishka."
,,,"Dar Iudeii cari nu crezuseră, de pizmă, au luat cu ei nişte oameni fără căpătîi din mulţime, au făcut gloată, şi au întărîtat cetatea. S'au năpustit asupra casei lui Iason, şi căutau pe Pavel şi pe Sila, ca să -i aducă afară la norod.","Le zhiduvuria kai chi pachanaspe ando Del nas lenge mishto, ai line pesa uni manushen kai nas lashe, kai kerenas baio mashkar o narodo, ai kerde bunto ando foro, ai gele ka kher ieke manushesko kai busholas Jason, ai rodenas kotse o Pavlo ai o Silas te anen le ka narodo."
,,,"Apoi, Şi -a ridicat ochii spre cer, a suspinat, şi a zis: ,,Efata``, adică: ,,Deschide-te!``","ai vazdia le iakha kal rhaio, rhugisailo ande peste ai phendia, ""Ephphatha,"" kodia si, phuterdiol."
,,,"Porţile ei nu se vor închide ziua, fiindcă în ea nu va mai fi noapte.",ai le wudara shoxar chi phandaven: ke nai riat kotse.
,,,"În ce mă priveşte, departe de mine gîndul să mă laud cu altceva decît cu crucea Domnului nostru Isus Hristos, prin care lumea este răstignită faţă de mine, şi eu faţă de lume!","Me, pa mande, dur mandar o gindo te luvudiv ma andal kolaver dieli, de ferdi anda trushul amare Devlesko O Jesus Kristo; e, katar o trushul le Kristosko e lumia muli la mange, ai me sim mulo la lumiake."
,,,",,Aţi înţeles voi toate aceste lucruri?`` i -a întrebat Isus. -,,Da, Doamne``, I-au răspuns ei.","""Haliardian swako fielo?"" O Jesus phushlia lendar, won phende leske, ""Haliardiam."""
,,,"El le -a răspuns: ,,Haidem să mergem în altă parte, prin tîrgurile şi satele vecine, ca să propovăduiesc şi acolo; căci pentru aceasta am ieşit.``","O Jesus phendia lenge, ""Aventar, trobul te zhas ande aver gava kai si pashe te sicharav E Vorba le Devleski, ke sostar avilem."""
,,,"Isus le -a priceput viclenia, şi le -a răspuns: ,,Pentru ce Mă ispitiţi?","Numa O Jesus haliardia lenge nasul ginduria, ai phendia lenge, ""Sostar tume zumaven ma?"""
,,,"Cum este cel pămîntesc, aşa sînt şi cei pămînteşti; cum este Cel ceresc, aşa sînt şi cei cereşti.","Kadia si la phuviako, kadia si vi le phuviako, ai kadia si le cheresko."
,,,"Ei i-au răspuns: ,Pentru că nu ne -a tocmit nimeni.` ,Duceţi-vă şi voi în via mea`, le -a zis el, ,şi veţi primi ce va fi cu dreptul.`","Won phende leske, ""Ke chi lias amen khonik te keras buchi."" Lenge phendias, ""Zhan vi tume ande murhi rez, ai so godi avela vorta, kodia len."""
,,,"Isus i -a răspuns: ,,Cea dintîi este aceasta: ,Ascultă Israele! Domnul, Dumnezeul nostru, este un singur Domn;`","Ai O Jesus phendia leske, ""O pervo andal zakonuria si, Ashun, O Israel; O Del, amaro Del, si ferdi iek Del."
,,,Îţi scriu aceste lucruri cu nădejde că voi veni în curînd la tine.,"Ramov tuke kado lil, numa murho gindo si te zhav te dikhav tu sar mai sigo."
,,,"şi să vă lumineze ochii inimii, ca să pricepeţi care este nădejdea chemării Lui, care este bogăţia slavei moştenirii Lui în sfinţi,","Mangav te del tume e vediara andel iakha tumare ileske; saxke te dikhen ka che pachamos O Del akhardia tume, ai o barvalimos le luvudimasko kai; shinadia peske narodoske."
,,,"Şi a început dela Moise, şi dela toţi proorocii, şi le -a tîlcuit, în toate Scripturile, ce era cu privire la El.","Porme phendia lenge so sas phendo pa leste ande Vorba le Devleski, de katar o Moses zhi ka sa le profeturia."
,,,"Să nu vi se tulbure inima. Aveţi credinţă în Dumnezeu, şi aveţi credinţă în Mine.","Na meken te nekezhilpe tumaro ilo: pachan tume ando Del, ai vi pachan tume ande mande."
,,,"pentrucă umblăm prin credinţă, nu prin vedere. -","Anda pachamos phiras, ai na ande so dikhas."
,,,",,Cari?`` I -a zis el. Şi Isus i -a răspuns: ,,Să nu ucizi: să nu preacurveşti; să nu furi; să nu faci o mărturisire mincinoasă;","""Savo?"" phushlias lestar. O Jesus phendias leske, ""Na mudar, na ker kurvia, na chor, na xoxav."
,,,"şi cer totdeauna ca, prin voia lui Dumnezeu, să am însfîrşit fericirea să vin la voi.","Ai mangav sagda ando murho rhugimos, te avel ma dino katar leske voia o raduimos te zhav te dikhav tume."
,,,"A intrat înlăuntru, şi le -a zis: ,,Pentruce faceţi atîta zarvă, şi pentruce plîngeţi? Copila n'a murit, ci doarme.``","""Sostar keren kadia, ai roven? E sheiorhi nai muli, numa sovel!"""
,,,"Vorbesc aici nu de cugetul vostru, ci de cugetul altuia. Căci dece să fie judecată slobozenia mea de cugetul altuia?","Kai del duma, na anda tumende, numa anda kodo kai phenel: ande soste keren kris pe murhi ivia anda aver vari kon?"
,,,"Oamenii din locul acela, cari cunoşteau pe Isus, au trimes să dea de ştire în toate împrejurimile, şi au adus la El pe toţi bolnavii.","Kana le manush kotsar prinzharde les, trade divano ande sa o them ai le manush andine sa penge naswalen leste."
,,,"stelele vor cădea din cer, şi puterile cari sînt în ceruri vor fi clătinate.","le chererhaia perena anda cheri, ai e putiera kai si ando cheri avena drenchinime."
,,,",,Nu sînt nebun, prea alesule Festus,`` a răspuns Pavel; ,,dimpotrivă, rostesc cuvinte adevărate şi chibzuite.","O Pavlo phendia, ""Chi sim dzilo, Festus! Le vorbi kai mothav vorbi cchache si ai malade."
,,,"şi să nu primească acum, în veacul acesta, de o sută de ori mai mult: case, fraţi, surori, mame, copii şi holde, împreună cu prigoniri; iar în veacul viitor, viaţa vecinică.","lela iek shelvar mai but akana pe kadia phuv, khera, ai phralen, ai pheian, ai deian, ai glaten, ai phuvia, ai but chinuimos, ai avela le o traio kai chi mai getolpe ande lumia kai si te avel."
,,,",,Du-te``, i -a zis Isus, ,,fiul tău trăieşte.`` Şi omul acela a crezut cuvintele pe cari i le spusese Isus, şi a pornit la drum.","O Jesus phendia leske, ""Zha khere, cho shav traiil!"" Ai kodo manush pachaiape e vorba kai O Jesus phendia leske, ai gelo."
,,,Căci Domnul va împlini pe deplin şi repede pe pămînt cuvîntul Lui.,"Ke O Del kerela so godi phendia ai sigo peski vorba pe phuv."""
,,,"Căci cine umblă cu strîmbătate, îşi va primi plata după strîmbătatea, pe care a făcut -o; şi nu se are în vedere faţa omului.","Numa kodo kai kerel o nasulimos, avela les pala so kerdia, pala nasulimos kai kerdia; ke le Devleske sa le manush iek fialo le."
,,,"Isus le -a zis: ,,Adevărat, adevărat, vă spun că, mai înainte ca să se nască Avraam, sînt Eu.``","""Phenav tumenge o chachimos, mai anglal sar te arakhadilo o Abraham, Me simas."""
,,,"Lîngă crucea lui Isus, stătea mama Lui şi sora mamei Lui, Maria, nevasta lui Clopa, şi Maria Magdalina.","Pasha trushul le Jesusosko sas leski dei, ai e phei leska daki, e Maria e rhomni le Cleophaski, ai e Maria Magdalene."
,,,"Dar eu am răspuns: ,Nicidecum, Doamne, căci nimic spurcat sau necurat n'a intrat vreodată în gura mea.`","Ai me phendem, ""Nichi, Devla, ke shoxar chi xalem vari so kai si bi vuzho vai marime."""
,,,"Omul dintîi este din pămînt, pămîntesc; omul al doilea este din cer.","O angluno manush ankalado andai phuv, phuviako lo, o duito manush si andai rhaio."
,,,"Şi dacă Duhul Celui ce a înviat pe Isus dintre cei morţi locuieşte în voi, Cel ce a înviat pe Hristos Isus din morţi, va învia şi trupurile voastre muritoare, din pricina Duhului Său, care locuieşte în voi.","Te si o Swunto Duxo le Devlesko, kai zhuvindisardia le Kristos andai martia ai andia les ka traio, te si ke traiil vi ande tumende, dela vi o traio ka tumare staturia la phuviake peske Swuntone Duxosa kai traiil ande tumende."
,,,"Atunci S'a ridicat în sus; şi, cînd n'a mai văzut pe nimeni decît pe femeie, Isus i -a zis: ,,Femeie, unde sînt pîrîşii tăi? Nimeni nu te -a osîndit?``","Kana O Jesus wushtilo, ai chi dikhlia khonik ferdi e zhuvli, wo phendia lake, ""Zhuvlio, kai che kristatoria kai dosharenas tu? Chi iek chi dia tu kris?"""
,,,"Şi îndată, cînd ieşea Isus din apă, el a văzut cerurile deschise, şi Duhul pogorîndu-Se peste El ca un porumbel.","Kana O Jesus anklisto anda pai, strazo o cheri phuterdilo angla leste, ai O Duxo le Devlesko sar ek gulumbo xulelas ai avilo pe leste."
,,,"Tăierea împrejur, negreşit, este de folos, dacă împlineşti Legea; dar dacă tu calci Legea, tăierea ta împrejur ajunge netăiere împrejur.","Te keresa so mothol o zakono, o semno nai intaino, numa te na keresa so mothol o zakono, kadia si sar te na avilino semno pe tute."
,,,"Dar Isus i -a privit drept în faţă, şi a zis: ,,Ce însemnează cuvintele acestea, cari au fost scrise: ,Piatra, pe care au lepădat -o zidarii, a ajuns să fie pusă în capul unghiului?","O Jesus dikhlia pe lende, ai phendia, ""So znachil kado ramomos? O bax kai shude kukula, saikfielo bax sas o bax kai trobulsarde."""
,,,"Cînd a văzut pe Petru încălzindu-se, s'a uitat ţintă la el, şi i -a zis: ,,Şi tu erai cu Isus din Nazaret!``","ai kana woi dikhlia o Petri tachol pasha iag, dikhelas pe leste, ai phendia, ""Ai vi tu sanas lesa, O Jesus andai Nazareth."""
,,,"Şi Fariseii şi cărturarii cîrteau şi ziceau: ,,Omul acesta primeşte pe păcătoşi, şi mănîncă cu ei.``","Ai le Farizeanuria ai le Gramnoturia denas pe duma, phenenas, kado manush primil le bezexalen, ai xal lensa."
,,,"Cine este chemat la o slujbă, să se ţină de slujba lui. Cine învaţă pe alţii, să se ţină de învăţătură.","Te sas avres dini e podarka te podail, mek te podail; kodo kai sas les dini e podarka te sicharel, trobul te sicharel;"
,,,avînd doar o formă de evlavie dar tăgăduindu -i puterea. Depărtează-te de oamenii aceştia.,"Zhana ande khangeri numa chi pachanape so ashunena. Ashun, durion katar kasavendar manush."
,,,"Uitaţi-vă cu ce slove mari v'am scris, cu însăş mîna mea!",Dikhen savestar baro lil ramosardem tumenge murhe vastensa!
,,,"Spunea lucrul acesta ca să -l încerce, pentrucă ştia ce are de gînd să facă.","Wo phendia kadia te zumavel les, numa O Jesus zhanglia so kerelas."
,,,Vrei să mă omori şi pe mine cum ai omorît ieri pe Egiptean?`,"Ai phendia leske, ""Manges te mudares i man sar mudardia arachi le Egyptianos?"""
,,,"Fraţii mei, să priviţi ca o mare bucurie cînd treceţi prin felurite încercări,","Murhe phral! Jinen tumen sar raduime kana san zumade katar but dieli,"
